"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","941.919930454288","1061.66043900776","1307.39641279195","1565.64863547914","1784.41520809846","2000.75198572204","2255.3690170917","2595.02427421436","3070.43927047236","3806.14955426997","4512.53967952176","5415.84780956705","6025.84758192516","6325.24090483941","6575.48049876448","6680.37587040015","7037.93915392855","7514.48367977293","7230.32063651531","7702.6702836369","8027.63113096483","8355.61864319647","8572.37348077816","10094.7590646488","9797.96871277396","10027.8562205839","10382.6309004545","10993.3692472668","12079.8656950416","13599.908857304","15276.0682646698","15786.1728395062","13979.2626925883","13017.3103875487","12817.8415733094","13525.616220134","13342.0849977054","13432.0792079208","14128.8785463675","",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1806.80487639292","1873.45009156626","1851.00778167675","1963.22996587488","2127.1657387955","2276.57495341523","2338.90069302766","2574.67088990526","2718.12417239129","2985.1229621611","3297.78365889097","3487.61492423551","3940.86198055377","4759.9896199305","6469.08398301353","6987.82099458003","7469.20319070347","7757.71557401874","8233.59180395159","9272.75738157274","10186.1282398774","11826.0429014143","12758.6710307245","11510.1432539896","12429.090984006","11434.3544445241","11361.2700179349","11625.5567567271","14261.3351903835","17810.9536070722","18221.6912110476","18836.7805847441","18591.2205236257","17657.2442411201","18079.2639426659","20360.1822127719","21917.7192180061","23522.7787661215","21340.0621127075","20536.4123093012","21665.1154539573","19495.1459333809","20059.4520721372","23440.0053221856","30440.8548786229","33982.9504271591","36084.8589777475","40957.8304392487","49628.1151270179","42715.1322619629","51845.6548605562","62216.5471294133","67646.1038529626","67652.6832146189","61995.8296976","56327.7214484289","",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2053.80951388476","2375.24267361004","2917.00484403329","3881.34971725077","4619.60172831448","5272.88768233537","5664.70742187183","6794.22094540602","8185.70197122612","9770.17215002269","10843.3617230332","9362.63998455272","9387.67772757838","9514.43183442173","8969.40561792029","9150.00121050104","13051.5556145522","16353.2794264234","17536.2720859964","17426.8635399064","21628.760231013","22356.923917186","24820.2278258852","24023.515467019","25584.9178245938","30252.7946924041","29742.4288063177","26646.8839392444","27289.6307093023","27116.6760790806","24517.2674460147","24489.7355313151","26351.3756769542","32102.9305523558","36693.4026205182","38242.0425174699","40430.993614499","46586.6502529235","51386.3766511975","47654.1872090808","46659.8408181344","51123.5613291663","48324.2540367606","50557.8038059874","51148.3588760796","43438.8630381343","",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.324491677","1209.23749284959","676.15151145252","530.090379806798","436.19055858199","397.198116117247","409.216745216782","505.560573228931","561.910301735455","573.8902561721","655.097432602586","703.671250439944","763.101212220367","883.614008967961","1045.02641527642","1578.36733030667","2473.08577636837","3851.43786871172","5574.60380218613","4950.29479142375","5842.80578358576","7189.69122920765","7393.77187697623","7811.6214184582","7886.45914367274","5496.34464026248","",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.3330737707859","71.4694334374862","73.7603276547671","78.8741608924455","86.5716236984791","51.6379367564512","52.4574885176544","55.1129068759763","55.2253855904549","56.0591138522018","70.2125072071903","72.0842713833349","69.5746444664999","84.941087559126","95.2752476613958","114.492166738147","119.746103187866","143.128439579294","155.754575464183","194.702881308037","222.880615514258","228.566369780562","232.437225253669","241.368333855576","213.454201973263","240.87078783205","243.440247406735","221.4835184195","204.838717333417","204.222061777071","201.68765625488","202.693440329919","183.717320379283","155.921602701832","150.802805223128","160.349989322905","137.214102710322","151.532104309971","137.251502794512","121.997730782136","128.635536499035","126.217081308673","115.279880322528","106.016974729214","119.460135012836","140.815135598437","154.924525713107","159.265471311463","182.687801252318","190.394203666589","214.230990840075","240.614483459126","244.19648623151","259.365208150184","286.002335872952","275.982345424148","",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2780.69881043476","3099.43309073795","3852.14536284889","4927.20058753027","5764.49533027282","6737.25461869561","7281.82462124151","8472.06247123473","10344.8569090958","11873.8466230066","12932.8728254257","10679.6739869067","9393.8855692748","8893.59453550579","8502.54662972082","8797.6679901166","12235.1957023415","15216.8854016071","16478.8471704714","16613.532352038","20710.6639265195","21154.3118295821","23497.7496151112","22403.2380009978","24338.1606937986","28565.9461495143","27701.8519735545","25027.7778163399","25541.7182931865","25444.1392583071","23207.4059110078","23121.566347019","25052.3302823","30743.9569254283","35589.7129457001","36967.2829204297","38852.3610339939","44403.8313061102","48424.5892730273","44880.5601517887","44382.8797683492","47699.8070518961","44734.4523465803","46622.4679873931","47299.8601085612","40231.2831740081","",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0225849709273","95.566922035029","94.4518743532596","99.8404447597459","104.32375892899","110.13261110968","112.973547110195","112.02764029513","117.022462771931","116.188506390207","114.7366635596","112.745518139182","135.00867181192","162.174943125232","174.170725549706","207.440589741964","208.760440107976","218.529290643871","263.631078080509","327.823149909895","377.956636047054","337.794506776359","322.478807312067","270.767092546785","252.435659760054","243.911509468886","302.66557034205","343.679165298487","345.80926495261","310.632725810469","391.893446781021","383.295374340396","315.218309104727","407.450158546797","276.159118910111","362.470968260096","382.285463258335","356.578243609488","375.024090350248","399.049255834198","369.700868089261","373.553613621788","411.959075281789","509.461088697817","570.685501333771","587.080212422838","609.018608681583","685.551675107742","794.870176064085","768.013476447657","732.953622726674","799.03555913143","807.688451017232","882.638633279988","903.464924007693","779.067867757338","",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.4247056730124","71.5582088592151","76.5206109952507","78.3721024896116","80.4727075671632","81.7251198802998","82.5456246116711","84.36313619086","84.7330328500382","86.5202176682609","81.4999312337311","84.2878271161951","99.3267873042702","113.780465198964","124.358933739472","152.728145424561","155.648936556057","176.783250121752","225.941557630784","262.075837264367","282.685785453146","254.230804300942","245.094628893452","217.994670842612","193.843159622678","200.894264489661","256.762445676321","291.131796136369","313.061833850929","304.853272645147","351.979249094134","346.410442780194","240.963403226136","244.127150168696","193.070275634349","235.832244046072","249.358755868197","229.488061295294","255.709631027055","267.186160930964","226.801607824507","235.507932487751","260.808434035691","332.423768678194","371.39519613887","406.998837384044","422.479937975237","474.710945144576","569.014263800778","551.843240912558","574.458089293656","665.807446693793","673.026783425407","709.071247673448","713.456441626675","613.04190350453","",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","88.689453391453","97.1411474898997","99.5758023900608","101.26014812563","99.5033311720446","105.787309773651","111.653724030455","121.652656325163","121.516964920624","133.564535478339","138.245986024041","131.770232668267","93.0510024546372","117.781906497143","179.164175467164","272.970178520067","138.723224411752","128.942513021905","172.60620026139","196.678005937165","222.924264551112","242.222431237132","215.742185824503","199.691619358106","208.932598376714","239.513836321076","227.879136428911","247.562047466689","263.734115667125","278.351603723564","298.144991987964","285.296976047095","285.697809830392","292.36452625824","291.325867934201","320.36192771435","383.829955081784","390.407905394037","396.169649473801","398.229546291623","406.531740491075","403.594546213657","401.708153328187","434.046563233432","462.274879844841","485.852888073473","495.853780201055","543.082263122362","618.075883559283","683.614422272329","760.331935200195","838.547801702232","858.933362587621","954.396399715624","1086.80008676935","1211.70153057661","",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2261.41723305214","2255.76122683521","2220.82316874899","1897.07858430837","1943.06256515153","1959.93875710619","2261.75772560664","3168.86527178481","2561.10861712563","2449.8007383682","2377.33589352945","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","1554.04693051431","1208.85023311979","1346.91277031093","1771.99394273504","1643.6098949729","1609.2805861652","1762.45596795591","2079.2289749196","2693.75876041107","3353.56414854374","3852.97775647268","4455.69022418578","5932.89967659315","7296.12247858585","6955.98773253421","6752.55217774882","7750.03988003072","7333.35507303945","7656.63850554922","7851.26542804234","6819.86910816324","",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.597542411","9269.14605460114","9446.15832539159","9421.45232747978","9590.77763317393","8706.82917606469","7041.48849109243","7554.71370838892","7958.11524024377","8030.25395027372","8528.76005935057","9057.56337486867","9088.63129038702","9707.56695535272","10138.4745861281","10376.3642508806","10523.0815223982","10620.3434291409","10005.2367523625","10330.7365414172","13590.5210501438","12917.3955022801","13279.0457951397","14541.6160485141","16275.1804236433","18418.0726743768","19669.3195545631","21167.6187062133","23043.0253174017","19166.7082382358","20386.0175551116","22238.7119502059","23063.1322870426","24378.9448284188","24855.2156350086","23395.7476902684","",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.33743362372","1651.45929519612","1752.95311640643","1867.12401935202","1994.54029446663","2144.90758577304","2322.97563853017","2556.86885744326","2804.66982143087","3215.44757855625","3179.23880777128","3297.92312514738","3322.57484087178","3696.64277173823","3416.58697871927","3156.46805942334","3328.58142609056","3617.12273866415","4130.79186744148","5531.9897300498","6338.64995727713","6622.43969471319","7165.13449097719","7695.0063281302","8873.73052309405","9888.61575565441","10339.4777779636","11150.7816640714","11381.9594791094","12157.7892041055","12350.8804781187","11914.8121340242","11682.1288603818","11402.651522136","11812.1223763424","12239.8278071469","12717.0603822518","17288.0565080427","18456.9907672364","20505.947433679","21241.1653927108","21497.3081566811","22505.4047934793","22008.4337005989","21995.5199216219","23405.8795479327","23721.1562800587","24306.1424243044","23657.365306222","22043.0125711709","21920.5165867583","21514.8986531628","22112.6083547268","22315.6036533886","22217.4941392075","22896.9236868716","",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.559604678608","481.165039921515","731.12095121787","971.546064284666","1090.25705604444","1238.17338507275","1451.66400183674","1512.99301405557","1746.48638346723","2192.64707824367","2619.75325753727","2928.26359035282","3351.96339986152","4107.99623197216","4974.66226666137","4586.20631315947","4475.08813004565","4860.78181134244","4494.64064038047","4748.04069226421","4851.66052786926","4197.80730449044","",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1704.74030406477","1747.43867127761","1666.22751294157","1590.03540902938","1460.01754360249","1370.67270975184","1452.44700181708","1396.50216637274","1511.77026798131","1209.61488077994","1273.0491239487","1244.4419967652","1479.46532113219","1819.4790277163","2378.37489391196","3126.36777779462","3848.58620300891","4735.95688918873","6376.17311491284","5176.04470138203","5818.8548592158","6305.77366247653","6721.83490773968","7722.12335060436","8025.30435552468","5740.45649479562","",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.910281357897","316.416952217695","327.116961874044","336.941834633113","351.165114983724","377.587202718467","406.109123814586","420.405760359397","386.95324695472","396.657642438385","435.70117861594","474.448022225897","519.57167250442","605.933442475237","786.075061051571","885.977908578144","717.050788172437","858.815542626888","980.773105373744","1074.24915786792","1351.01386740293","1307.21168832929","1183.1839364216","1212.93800539084","1315.31351735665","1268.22139755997","1343.6928702011","1586.39560363916","1758.97221058511","1979.34267182646","2202.32255587784","2326.83372835863","2666.92277211418","2833.07567745363","2880.15400787394","2996.39740628714","3001.69323361757","2952.57549366449","2991.86001068223","3065.51789778432","3364.46452254642","3419.20867174662","3556.61608225719","3679.79281542143","3831.60983030588","3933.2343731798","4187.23288999866","4324.83101711444","4470.22079597603","4258.84287648324","4344.13666906088","4516.23303047149","4673.55519784264","4723.59432062825","4884.3686203818","4906.9406908683","",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.4021189224","1961.5381692465","2020.38596503345","2020.26524752445","2199.72700691179","2282.21654616239","2630.85046632946","2982.74970426108","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3095169516","28669.6822595785","30900.6948905109","31476.0631153068","33989.7223579821","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270036","70359.3191088798","75882.0338560339","83912.6977976846","90849.5869806436","93605.7481653976","88463.3128161375","88207.3275597322","85973.158416455","85458.455507886","85748.0654143782","","","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","152.461763245467","162.695618994955","174.493431450859","184.275440828384","203.601251487559","223.278329931788","239.375088978296","255.847906060574","210.189792902568","218.556098321273","225.748498964155","238.111441529433","267.686580073884","263.210557184339","428.432426816122","480.05057258457","533.627553480942","616.667074001523","702.42917985377","808.419120612455","811.777331534058","1031.51634204345","958.687246673424","909.847455690235","1013.80043762637","865.690250003079","624.715420030979","672.5651748986","697.370560078149","701.464614137124","709.948654147923","764.141332084365","791.381316991476","788.399136537358","806.221125891646","887.468289684936","958.473517786073","1006.96409902014","1058.71835378353","1012.51002079666","1007.00286888451","958.236314063555","913.575853422027","917.36431048617","978.334757576746","1046.4278428307","1233.59297372996","1389.6317502607","1736.92401415151","1776.85718962366","1981.16010525701","2377.70068972888","2645.29027433174","2948.03291763073","3124.08076212353","3095.3596925636","",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","209.198785141057","203.955154168234","258.757668537358","290.058284142306","259.46696881361","259.004152120965","312.881908149325","344.294512036641","371.393096749688","400.26285887448","440.993106294556","500.0341120468","580.488495253726","767.309851509639","993.289641246697","1140.90114959711","1374.53575801322","1548.39826685567","1723.13723466659","1885.0910571786","1923.28261521367","2106.67895661928","2199.70199280485","1551.77303603647","1560.45578862038","1629.26490916073","1919.86480364384","2064.65401141128","2276.24055609996","2879.49987028576","3071.62795314411","3942.40394119544","2578.20700864426","2774.174126945","3482.52981637412","4827.15244263478","5144.64365955867","5260.46381282391","5065.33670503667","3461.61285821317","3728.50801001529","3135.15522907743","2805.71725723054","3040.50649558819","3596.22457976056","4730.65346838158","5808.34054715979","7246.87010479067","8706.81914190374","8474.88106576607","11121.4209541496","13039.1216499582","12157.3082176473","12071.7779871352","11728.7993875108","8538.5899749574","",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","4013.84858167877","4402.57900671373","4585.33769846143","4856.35995240987","5277.88558888076","5507.52771262316","6028.53927461035","6616.11292330114","7011.9518473145","7732.25727895692","7727.85059282184","7733.37370381573","7464.22359869405","7842.69331833155","8148.57037773052","8537.89738846835","9069.23672150133","9549.18442945671","10726.8931934295","11200.2906803404","11568.0519422765","11513.3401801349","11674.9361829092","12028.8987405468","12869.3365947615","14223.7777039775","15646.815008726","16461.8292691759","16569.6049618665","16526.2545517227","15901.4329353355","15530.8942915589","15317.1390013495","15153.8213753482","15366.2926106288","15660.6794152314","",
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","1112.31646579174","1235.53648581197","1233.85201967428","1360.84557401073","1301.40294401871","1380.4168636732","1455.41556811196","1909.37812560648","2924.97317821846","6953.44464290679","7265.61922434297","8506.9095882165","9968.13572734352","10765.3193588604","15010.6539329407","25530.4130799064","21925.7886548709","20795.0431161879","18227.2244857442","17439.5812149899","15797.4820020055","10280.7661871402","11672.4444351079","11084.3153498771","11954.4001284756","13701.8970422471","14002.1071342971","15381.3139100223","14678.0715929009","14220.6363441058","16046.9815826138","16913.9353639107","16779.3384713214","12784.7662234822","14205.7737205539","18154.8349324604","16616.798045418","17016.9434933055","18758.9808946915","22131.9460641106","26337.9181126619","31157.6884478525","32707.7043073602","37798.3935034007","27726.481053695","31453.2243965354","41787.0214028978","41807.6533410575","39151.2342290391","40979.6419433378","36607.9278817468","",
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","328.807849422011","345.355341689799","342.862516058462","372.279756455442","371.085295355943","367.193667557235","415.935783700936","505.402620817371","548.971959845385","521.364502033445","559.821618551415","467.656869984625","474.912863588061","453.389092258286","529.54848858519","595.510413390228","617.554770905769","702.538984401936","706.562039136533","764.124259869364","778.391266016094","820.202858862514","897.445333164014","1009.00623184688","1107.92059564068","1257.54864008661","1346.08577480046","1755.16170904287","1810.57617704401","1786.81067200588","2201.29307778936","2485.78705216849","2452.15158793741","2383.04472990264","2560.52213174131","2532.45446832741","",
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD","58.0338467505224","61.3195387723008","64.8101455338333","67.5008913257549","71.8068333149172","76.860029262741","83.9638215336927","92.8950019289097","101.806320584791","115.24051361678","138.875009760719","177.357538415467","223.389374869634","319.042673333328","386.169319521726","432.063486051192","435.697999009325","508.705249545841","639.4499923211","854.329105242384","1064.79644326906","1039.43516460756","948.581221412991","1058.82702474834","1083.95606357888","942.38224543051","1139.91857046918","1558.81328536991","2034.12120929581","2301.68118021457","2747.20843825723","2776.42306189893","2839.19696308624","2772.73277351962","2767.35374027068","3001.10263081029","3007.61362279528","3050.23358652791","2854.67340192084","3210.23188047215","3333.1795496534","3114.61659378726","3044.12735338963","4149.04137748834","4879.45946154727","5327.8535176786","5342.1403362253","5666.63784692568","5561.89823998598","5115.11924667202","6244.00257387272","7504.85090744898","6885.82968106945","6806.67746673071","7153.44432535212","6360.64477568565","",
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","74.5962911297981","80.5206961506474","79.968068727012","81.5878291698555","87.8588065622271","91.3222074332952","93.8454206170209","95.3244020285758","109.253011971358","104.923812111886","103.409796626389","108.030590611303","121.175167354816","139.973914284528","142.410558265115","187.698997393673","218.841174420309","240.606174405493","282.826656933036","316.531254919905","350.490281615503","296.891764564844","310.285094927951","264.991085945884","249.301396562053","329.162646318737","416.995508088169","436.539738359249","450.186953959709","429.790362270361","490.399539323896","457.455298337471","457.058307943391","403.293114877117","261.602137214151","334.365476698878","294.920431422517","268.086219493834","270.430745484328","273.581357915598","245.434384929296","245.563272645566","256.850608771017","290.509658252235","318.483794625707","332.946640076818","353.894451706416","404.113181854386","463.82761863065","454.369316916856","446.800204552837","488.357342192885","472.818218057294","317.167370468595","351.994226017866","306.778752292853","",
"Canada","CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2294.56881421577","2231.2938237478","2255.23004413036","2354.83912197975","2529.5181790541","2739.58584928189","3010.70590757947","3173.07619352225","3411.06015434457","3703.99040525529","4121.93280924889","4586.25584803149","5141.61672495185","5870.60056368405","7043.47435083838","7489.94053115827","8783.72159204111","8892.76167988947","9096.05872232533","10012.4439669407","11135.4379854841","12297.7856877506","12439.7478409307","13377.8956545368","13826.6499923594","14060.4617782265","14403.8287021822","16245.4516791506","18864.2629180983","20638.2900486958","21371.2910981421","21664.598643531","20771.2503529737","20017.4298480977","19859.2039778368","20577.4893858895","21183.2200827089","21770.1340814172","20887.8394667666","22167.2258498882","24124.169174631","23691.5947188738","24167.8043060561","28172.1488309084","31979.8719510723","36189.5883840265","40386.6994835116","44544.5268004039","46596.3359912609","40773.4543637445","47445.7619347846","52083.8262233942","52495.2884719937","52266.1756761394","50185.4814970346","43248.529909341","",
"Central Europe and the Baltics","CEB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.68127715738","2184.54957836627","2344.78050688038","2470.97390696556","2804.07110193938","3487.26073617957","3739.48304332448","3720.81096655105","4087.1717824413","3963.39687263777","3943.59492328909","4342.0075368337","4920.17357922076","5937.82461268242","7141.7221403024","8317.19945638779","9434.65097552148","11943.2410738161","14449.8803436046","12161.4615983367","12546.0467310739","13869.2474715427","12978.0013413983","13685.039857039","14084.0584880209","12323.2413744676","",
